"objArea","objNumCell","naNumCell"
0.619848127782142,11836,19095
0.538332459360252,10266,19070
0.552281069743052,10532,19070
0.637530786563957,12166,19083
0.614311926605505,11718,19075
0.550733752620545,10508,19080
0.624770690287751,11920,19079
0.611728330363694,11673,19082
0.644156661248886,12286,19073
0.706690436241611,13478,19072
0.651462724127084,12426,19074
0.645594170991246,12316,19077
0.610721022846363,11655,19084
0.611111111111111,11660,19080
0.294018975729937,5609,19077
0.60806206426587,11600,19077
0.641610316087435,12240,19077
0.685973372470909,13087,19078
0.00141472360492533,27,19085
0.542204047394359,10342,19074
0.378838696153443,7229,19082
0.582415854042152,11109,19074
0.503670686942842,9605,19070
0.579438272898763,11058,19084
0.724770642201835,13825,19075
0.470554333018967,8981,19086
0.577517957321869,11015,19073
0.641299790356394,12236,19080
0.597671613613719,11397,19069
0.565301735437529,10782,19073
0.622177989628621,11878,19091
0.599559725352482,11439,19079
0.628274994760008,11990,19084
0.629449074802118,12008,19077
0.714442988204456,13628,19075
0.433934563758389,8276,19072
0.649189954385781,12382,19073
0.606456007965205,11573,19083
0.680450733752621,12983,19080
0.675787597630655,12892,19077
0.372700110080201,7110,19077
0.632279708549562,12062,19077
0.522828536981706,9974,19077
0.68318750982344,13040,19087
0.397788607661269,7591,19083
0.357764496172801,6824,19074
0.519813397630779,9917,19078
0.422191938780859,8055,19079
0.645201887781856,12304,19070
0.561077907098668,10702,19074
0.618848167539267,11820,19100
0.621834198521315,11859,19071
0.477136864184583,9099,19070
0.565205996435685,10783,19078
0.719182389937107,13722,19080
0.616041939711664,11751,19075
0.596886629278264,11388,19079
0.603856633829386,11524,19084
0.621271688420611,11852,19077
0.657021544267967,12534,19077
0.443436779198993,8459,19076
0.358955536912752,6846,19072
0.626900094349513,11960,19078
0.599025208322415,11430,19081
0.446978036378886,8527,19077
0.619646694973004,11821,19077
0.633799863710227,12091,19077
0.585185573495492,11163,19076
0.396539066596749,7562,19070
0.492846286882239,9404,19081
0.393620364550597,7515,19092
0.575511274252753,10975,19070
0.461639309874666,8803,19069
0.57388478272265,10948,19077
0.617610062893082,11784,19080
0.421160194937903,8037,19083
0.62022860738255,11829,19072
0.446290085935863,8517,19084
0.545430713574162,10403,19073
0.554034922133082,10566,19071
0.608554355802495,11610,19078
0.493395534123074,9413,19078
0.575665478935234,10986,19084
0.459272460425621,8762,19078
0.516695497195576,9857,19077
0.498558473554542,9511,19077
0.529775634304886,10106,19076
0.44147402631441,8422,19077
0.539288148031661,10288,19077
0.500681484587964,9551,19076
0.488493998008073,9319,19077
0.535671227132149,10219,19077
0.365128474042999,6963,19070
0.44588290790922,8507,19079
0.542758331586669,10358,19084
0.465307619746358,8879,19082
0.534032511798637,10184,19070
0.407252148396563,7772,19084
0.556161510225485,10606,19070
0.457061969172696,8718,19074
0.530274460507019,10124,19092
0.450967031815085,8604,19079
0.53951439509151,10288,19069
0.514496932836995,9813,19073
0.57394495412844,10948,19075
0.507993919379357,9691,19077
0.556632947219456,10620,19079
0.478805344511396,9138,19085
0.414635424857158,7910,19077
0.466635215180584,8902,19077
0.481077681098648,9178,19078
0.375950096975415,7172,19077
0.611550757297836,11669,19081
0.62997326623683,12018,19077
0.597021968227337,11387,19073
0.627260812581913,11965,19075
0.399884653698946,7627,19073
0.51168518130371,9765,19084
0.485028056007132,9249,19069
0.439295449779828,8380,19076
0.530268118977796,10126,19096
0.507760067114094,9684,19072
0.515521761929733,9831,19070
0.490273189659693,9350,19071
0.584219625923403,11151,19087
0.504900676136066,9633,19079
0.623073697452563,11887,19078
0.496646405365751,9478,19084
0.522176785152564,9960,19074
0.548815016778524,10467,19072
0.542990458215372,10357,19074
0.477485977879121,9109,19077
0.363617311118097,6940,19086
0.330030927294648,6296,19077
0.375321067253761,7160,19077
0.487602872569062,9302,19077
0.609215285422236,11622,19077
0.607378681479929,11590,19082
0.622261817419558,11874,19082
0.630596623676209,12028,19074
0.405878346518573,7747,19087
0.370962667785235,7075,19072
0.589879391714735,11249,19070
0.536388422818792,10230,19072
0.613893545683152,11718,19088
0.550565919094529,10507,19084
0.542975509990036,10354,19069
0.268077971075246,5116,19084
0.684616191275168,13057,19072
0.533822758259046,10180,19070
0.51679857434876,9860,19079
0.540097428107485,10311,19091
0.594811320754717,11349,19080
0.569219478953714,10859,19077
0.418034076015727,7974,19075
0.469641359060403,8957,19072
0.314564328405159,6000,19074
0.389342973907576,7431,19086
0.417308801174189,7961,19077
0.468102951197777,8930,19077
0.548776012999948,10469,19077
0.339798699937094,6482,19076
0.640008385304753,12212,19081
0.564795891631295,10778,19083
0.393840997171886,7520,19094
0.530506342383898,10121,19078
0.627949659150498,11975,19070
0.627488996017606,11975,19084
0.566334556895648,10800,19070
0.496199213630406,9465,19075
0.507988894127508,9697,19089
0.570095906923117,10878,19081
0.566806502359727,10809,19070
0.464087239173744,8852,19074
0.551456717669252,10524,19084
0.499685435671595,9531,19074
0.549861132945554,10493,19083
0.533619831245742,10182,19081
0.507574566231588,9683,19077
0.499921371284793,9537,19077
0.260183486238532,4963,19075
0.464345637583893,8856,19072
0.341945288753799,6525,19082
0.472820674110185,9020,19077
0.612150757456623,11678,19077
0.622424909576977,11874,19077
0.735755097761703,14036,19077
0.647293118809287,12351,19081
0.400860034611149,7644,19069
0.540775681341719,10318,19080
0.343445457403332,6555,19086
0.363684017403156,6938,19077
0.576852483087734,11000,19069
0.247351861562664,4717,19070
0.573636506522764,10949,19087
0.47911753917099,9143,19083
0.341092586767327,6506,19074
0.387744404256434,7397,19077
0.470205964048006,8972,19081
0.475091767173571,9060,19070
0.556114693085915,10609,19077
0.5513284074831,10521,19083
0.523400241077512,9987,19081
0.490748021177334,9362,19077
0.436441788541175,8326,19077
0.266184410546732,5078,19077
0.384147620046131,7328,19076
0.405146211088984,7731,19082
0.297698316992607,5678,19073
0.63267980708744,12069,19076
0.45130006290627,8609,19076
0.659170729150286,12575,19077
0.372732039853173,7108,19070
0.346250655479811,6603,19070
0.594301576494003,11347,19093
0.558903678859658,10665,19082
0.560618772941793,10691,19070
0.400702342890089,7645,19079
0.510090685118205,9731,19077
0.370510198731058,7066,19071
0.563050314465409,10743,19080
0.449135673127292,8574,19090
0.494677783021341,9434,19071
0.385664097320539,7355,19071
0.517850589777195,9878,19075
0.500393143576034,9546,19077
0.108525913116386,2071,19083
0.279949690808091,5342,19082
0.409519815474942,7812,19076
0.450437699847984,8593,19077
0.492635110342297,9398,19077
0.443570792053258,8462,19077
0.522372419574557,9970,19086
0.554105064485687,10569,19074
0.443110318791946,8451,19072
0.607706422018349,11592,19075
0.421552176192973,8039,19070
0.507651991614256,9686,19080
0.537275872916011,10248,19074
0.552387441689816,10539,19079
0.343989099675086,6564,19082
0.354904632152589,6773,19084
0.520136339800734,9919,19070
0.463825102233407,8847,19074
0.556312562234684,10615,19081
0.323410722708453,6171,19081
0.50070758425494,9553,19079
0.398238439760931,7596,19074
0.506658278284576,9664,19074
0.543809973257826,10371,19071
0.497483485372759,9489,19074
0.427575725814904,8159,19082
0.416727806309611,7952,19082
0.598783875871468,11423,19077
0.26214813649945,5001,19077
0.342944013420004,6542,19076
0.351470356974367,6705,19077
0.599549407942995,11443,19086
0.623617590020441,11898,19079
0.662174916107383,12629,19072
0.391099229438591,7461,19077
0.457475239742179,8730,19083
0.567465519953852,10821,19069
0.493838166657926,9417,19069
0.562418146576562,10736,19089
0.519937123395337,9923,19085
0.48518537941161,9252,19069
0.514603324419275,9814,19071
0.385570575290789,7359,19086
0.284807803240862,5431,19069
0.513315160410988,9792,19076
0.474312647289866,9057,19095
0.534570425119254,10198,19077
0.34895423808775,6657,19077
0.562493446576492,10729,19074
0.521891877720099,9953,19071
0.466429058126736,8899,19079
0.481343674667226,9185,19082
0.499711694710908,9533,19077
0.504743932484143,9629,19077
0.54494941552655,10396,19077
0.359018713634219,6849,19077
0.635577678805345,12130,19085
0.673305728811783,12846,19079
0.363512593601089,6942,19097
0.389820735926198,7437,19078
0.333193497640273,6354,19070
0.544486971110995,10385,19073
0.512236021589897,9775,19083
0.462877516778524,8828,19072
0.535813466072832,10226,19085
0.489783087079535,9348,19086
0.529547480467726,10099,19071
0.435589576888796,8308,19073
0.487023541131442,9289,19073
0.388565739139548,7415,19083
0.524992140836215,10020,19086
0.526759972742045,10049,19077
0.432929705928605,8259,19077
0.570267861823138,10879,19077
0.502542595019659,9586,19075
0.396812916076951,7570,19077
0.506656882272775,9666,19078
0.356397756460659,6799,19077
0.438194590060809,8359,19076
0.516957592912932,9862,19077
0.660533626880537,12601,19077
0.638931097720723,12194,19085
0.336023900623722,6411,19079
0.363607777370159,6938,19081
0.392441555718629,7487,19078
0.426587717459652,8141,19084
0.426923278619749,8141,19069
0.340009437424632,6485,19073
0.401394422310757,7657,19076
0.364517311822325,6959,19091
0.532057667103539,10149,19075
0.348974990824726,6656,19073
0.395755829185224,7553,19085
0.350393287886733,6682,19070
0.481549428661285,9187,19078
0.511395190443758,9761,19087
0.344813125753525,6578,19077
0.203962887246422,3891,19077
0.424197945061858,8092,19076
0.411123342244588,7843,19077
0.37206498951782,7099,19080
0.320457047015043,6114,19079
0.549234479865772,10475,19072
0.617529880478088,11780,19076
0.682654505425381,13023,19077
0.628872464223935,11997,19077
0.388935500786576,7417,19070
0.452648138437336,8632,19070
0.498480720871752,9515,19088
0.46639073715094,8902,19087
0.570949134766649,10888,19070
0.426870837484923,8140,19069
0.479568315171836,9154,19088
0.405422413341025,7731,19069
0.439488442790503,8385,19079
0.347498035106104,6632,19085
0.352010063420515,6716,19079
0.370024647333368,7056,19069
0.442306684141547,8437,19075
0.44891754468732,8564,19077
0.530937287158799,10134,19087
0.472219310200231,9009,19078
0.493316559207423,9411,19077
0.495151229228914,9446,19077
0.451748178434764,8618,19077
0.459486373165618,8767,19080
0.558216306853909,10653,19084
0.524119127516778,9996,19072
0.668292171359656,12745,19071
0.604109876284336,11524,19076
0.440220241216571,8395,19070
0.473361300471945,9027,19070
0.592559601781504,11309,19085
0.632332127693033,12063,19077
0.653828014463135,12477,19083
0.486268343815514,9278,19080
0.56435124508519,10765,19075
0.457138363131128,8719,19073
0.605453592029366,11546,19070
0.402598082866272,7686,19091
0.541376238142655,10330,19081
0.294185497824149,5611,19073
0.51559796571069,9834,19073
0.541002516778524,10318,19072
0.520104849279161,9921,19075
0.522477208425024,9972,19086
0.381119614215327,7271,19078
0.389337387292934,7427,19076
0.498296377837186,9506,19077
0.407768517062431,7779,19077
0.526729559748428,10050,19080
0.454674072521484,8677,19084
0.527728273403921,10068,19078
0.57615477376396,10989,19073
